,O2 (Dis).O2 mg/L@La_Jara_Creek,O2 (Dis).O2 mg/L@La_Jara_Creek,O2 (Dis).O2 mg/L@La_Jara_Creek,O2 (Dis).O2 mg/L@La_Jara_Creek,O2%.O2%@La_Jara_Creek,O2%.O2%@La_Jara_Creek,O2%.O2%@La_Jara_Creek,O2%.O2%@La_Jara_Creek,PH Voltage.pH@La_Jara_Creek,PH Voltage.pH@La_Jara_Creek,PH Voltage.pH@La_Jara_Creek,PH Voltage.pH@La_Jara_Creek,pH.Ph@La_Jara_Creek,pH.Ph@La_Jara_Creek,pH.Ph@La_Jara_Creek,pH.Ph@La_Jara_Creek,Sp Cond.uS@La_Jara_Creek,Sp Cond.uS@La_Jara_Creek,Sp Cond.uS@La_Jara_Creek,Sp Cond.uS@La_Jara_Creek,Turbidity.mV@La_Jara_Creek,Turbidity.mV@La_Jara_Creek,Turbidity.mV@La_Jara_Creek,Turbidity.mV@La_Jara_Creek,Water Temp.C@La_Jara_Creek,Water Temp.C@La_Jara_Creek,Water Temp.C@La_Jara_Creek,Water Temp.C@La_Jara_Creek
07/22/2018 09:00:00,3.24,,,1,30.5,,,1,-5.4,,,1,6.82,,,1,113,,,1,137.5,,,1,12.73,,,1
07/22/2018 09:15:00,3.3,,,1,31.2,,,1,-6.5,,,1,6.84,,,1,113,,,1,136.1,,,1,12.79,,,1
07/22/2018 09:30:00,3.26,,,1,30.9,,,1,-7.8,,,1,6.86,,,1,113,,,1,139.1,,,1,12.85,,,1
07/22/2018 09:45:00,3.41,,,1,32.3,,,1,-8.4,,,1,6.87,,,1,113,,,1,138.9,,,1,12.93,,,1
07/22/2018 10:00:00,3.45,,,1,32.8,,,1,-9.3,,,1,6.89,,,1,112,,,1,146.4,,,1,13.08,,,1
07/22/2018 10:15:00,3.47,,,1,33,,,1,-9.7,,,1,6.9,,,1,113,,,1,147.3,,,1,13.13,,,1
07/22/2018 10:30:00,3.5,,,1,33.4,,,1,-10.2,,,1,6.91,,,1,112,,,1,143.9,,,1,13.26,,,1
07/22/2018 10:45:00,3.58,,,1,34.3,,,1,-10.9,,,1,6.92,,,1,113,,,1,137.7,,,1,13.42,,,1
07/22/2018 11:00:00,3.63,,,1,34.9,,,1,-11.3,,,1,6.93,,,1,113,,,1,141.7,,,1,13.59,,,1
07/22/2018 11:15:00,3.65,,,1,35.2,,,1,-11.8,,,1,6.94,,,1,113,,,1,140.9,,,1,13.73,,,1
07/22/2018 11:30:00,3.69,,,1,35.8,,,1,-12.2,,,1,6.94,,,1,113,,,1,145.4,,,1,13.98,,,1
07/22/2018 11:45:00,3.75,,,1,36.7,,,1,-12.6,,,1,6.95,,,1,112,,,1,145.2,,,1,14.31,,,1
07/22/2018 12:00:00,3.83,,,1,37.5,,,1,-13.4,,,1,6.96,,,1,113,,,1,138.4,,,1,14.48,,,1
07/22/2018 12:15:00,3.85,,,1,38,,,1,-13.5,,,1,6.96,,,1,113,,,1,141.2,,,1,14.76,,,1
07/22/2018 12:30:00,3.85,,,1,38.3,,,1,-13.7,,,1,6.97,,,1,113,,,1,140.8,,,1,15.08,,,1
07/22/2018 12:45:00,3.92,,,1,39.3,,,1,-14.1,,,1,6.98,,,1,113,,,1,139.8,,,1,15.46,,,1
07/22/2018 13:00:00,4.02,,,1,40.7,,,1,-14.3,,,1,6.98,,,1,113,,,1,142.3,,,1,15.88,,,1
07/22/2018 13:15:00,4.14,,,1,42.2,,,1,-14.7,,,1,6.99,,,1,113,,,1,142.8,,,1,16.28,,,1
07/22/2018 13:30:00,4.21,,,1,43.3,,,1,-15.1,,,1,6.99,,,1,113,,,1,143.3,,,1,16.73,,,1
07/22/2018 13:45:00,4.35,,,1,45.2,,,1,-15.9,,,1,7.01,,,1,113,,,1,144.2,,,1,17.16,,,1
07/22/2018 14:00:00,4.42,,,1,46.2,,,1,-16.4,,,1,7.02,,,1,113,,,1,140.9,,,1,17.48,,,1
07/22/2018 14:15:00,4.46,,,1,46.9,,,1,-16.3,,,1,7.01,,,1,113,,,1,143.3,,,1,17.83,,,1
07/22/2018 14:30:00,4.46,,,1,47.4,,,1,-16.1,,,1,7.01,,,1,114,,,1,143.5,,,1,18.22,,,1
07/22/2018 14:45:00,4.58,,,1,49,,,1,-16.8,,,1,7.02,,,1,114,,,1,144.5,,,1,18.59,,,1
07/22/2018 15:00:00,4.6,,,1,49.5,,,1,-17.1,,,1,7.03,,,1,114,,,1,143.8,,,1,18.82,,,1
07/22/2018 15:15:00,4.72,,,1,51.1,,,1,-16.7,,,1,7.02,,,1,114,,,1,142.6,,,1,19.2,,,1
07/22/2018 15:30:00,4.69,,,1,51,,,1,-16.5,,,1,7.02,,,1,114,,,1,144.7,,,1,19.44,,,1
07/22/2018 15:45:00,4.83,,,1,52.6,,,1,-16.7,,,1,7.02,,,1,114,,,1,145.6,,,1,19.56,,,1
07/22/2018 16:00:00,4.81,,,1,52.5,,,1,-16.4,,,1,7.02,,,1,114,,,1,144.5,,,1,19.62,,,1
07/22/2018 16:15:00,4.68,,,1,51.2,,,1,-16.7,,,1,7.02,,,1,114,,,1,143.8,,,1,19.72,,,1
07/22/2018 16:30:00,4.71,,,1,51.6,,,1,-15.7,,,1,7,,,1,114,,,1,146,,,1,19.83,,,1
07/22/2018 16:45:00,4.74,,,1,52.1,,,1,-16.4,,,1,7.01,,,1,114,,,1,145.1,,,1,19.93,,,1
07/22/2018 17:00:00,4.69,,,1,51.5,,,1,-15.5,,,1,7,,,1,114,,,1,145.9,,,1,19.9,,,1
07/22/2018 17:15:00,4.86,,,1,53.4,,,1,-15.9,,,1,7.01,,,1,115,,,1,143.8,,,1,19.92,,,1
07/22/2018 17:30:00,4.64,,,1,50.9,,,1,-15.4,,,1,7,,,1,115,,,1,144.8,,,1,19.89,,,1
07/22/2018 17:45:00,4.72,,,1,51.9,,,1,-15.4,,,1,7,,,1,115,,,1,143.6,,,1,19.96,,,1
07/22/2018 18:00:00,4.69,,,1,51.5,,,1,-15.3,,,1,7,,,1,115,,,1,144.4,,,1,19.96,,,1
07/22/2018 18:15:00,4.65,,,1,51.1,,,1,-15.3,,,1,7,,,1,115,,,1,142.5,,,1,19.94,,,1
07/22/2018 18:30:00,4.56,,,1,50,,,1,-14.9,,,1,6.99,,,1,115,,,1,138.6,,,1,19.89,,,1
07/22/2018 18:45:00,4.58,,,1,50.2,,,1,-14.8,,,1,6.99,,,1,115,,,1,136.7,,,1,19.82,,,1
07/22/2018 19:00:00,4.47,,,1,48.9,,,1,-14.6,,,1,6.98,,,1,115,,,1,145.3,,,1,19.72,,,1
07/22/2018 19:15:00,4.33,,,1,47.3,,,1,-14.2,,,1,6.98,,,1,115,,,1,146.6,,,1,19.67,,,1
07/22/2018 19:30:00,4.28,,,1,46.8,,,1,-13.8,,,1,6.97,,,1,115,,,1,142.2,,,1,19.61,,,1
07/22/2018 19:45:00,4.27,,,1,46.6,,,1,-13.6,,,1,6.97,,,1,115,,,1,141.6,,,1,19.52,,,1
07/22/2018 20:00:00,4.29,,,1,46.6,,,1,-13.5,,,1,6.97,,,1,115,,,1,139.8,,,1,19.43,,,1
07/22/2018 20:15:00,4.12,,,1,44.7,,,1,-13.3,,,1,6.96,,,1,115,,,1,145.1,,,1,19.35,,,1
07/22/2018 20:30:00,4.05,,,1,43.8,,,1,-12.6,,,1,6.95,,,1,115,,,1,144,,,1,19.21,,,1
07/22/2018 20:45:00,3.95,,,1,42.7,,,1,-12.3,,,1,6.94,,,1,115,,,1,140.9,,,1,19.09,,,1
07/22/2018 21:00:00,3.87,,,1,41.7,,,1,-11.8,,,1,6.94,,,1,119,,,1,138.9,,,1,18.99,,,1
07/22/2018 21:15:00,3.78,,,1,40.7,,,1,-11,,,1,6.92,,,1,116,,,1,143.7,,,1,18.84,,,1
07/22/2018 21:30:00,3.67,,,1,39.3,,,1,-10.4,,,1,6.91,,,1,115,,,1,143.9,,,1,18.72,,,1
07/22/2018 21:45:00,3.66,,,1,39.2,,,1,-10.3,,,1,6.91,,,1,115,,,1,141,,,1,18.62,,,1
07/22/2018 22:00:00,3.54,,,1,37.8,,,1,-9.6,,,1,6.9,,,1,115,,,1,142.7,,,1,18.45,,,1
07/22/2018 22:15:00,3.49,,,1,37.1,,,1,-8.7,,,1,6.88,,,1,115,,,1,146.7,,,1,18.31,,,1
07/22/2018 22:30:00,3.37,,,1,35.7,,,1,-7.6,,,1,6.86,,,1,114,,,1,144.7,,,1,18.16,,,1
07/22/2018 22:45:00,3.34,,,1,35.3,,,1,-6.7,,,1,6.85,,,1,114,,,1,144.1,,,1,18.03,,,1
07/22/2018 23:00:00,3.25,,,1,34.3,,,1,-5,,,1,6.82,,,1,114,,,1,141.6,,,1,17.89,,,1
07/22/2018 23:15:00,3.19,,,1,33.6,,,1,-4.6,,,1,6.81,,,1,114,,,1,143.8,,,1,17.75,,,1
07/22/2018 23:30:00,3.12,,,1,32.7,,,1,-4.4,,,1,6.81,,,1,114,,,1,145.6,,,1,17.61,,,1
07/22/2018 23:45:00,3.06,,,1,32,,,1,-4.3,,,1,6.8,,,1,114,,,1,146.9,,,1,17.47,,,1
07/23/2018 00:00:00,2.96,,,1,30.8,,,1,-3.2,,,1,6.79,,,1,114,,,1,144.5,,,1,17.32,,,1
07/23/2018 00:15:00,2.91,,,1,30.2,,,1,-2.9,,,1,6.78,,,1,114,,,1,148.1,,,1,17.17,,,1
07/23/2018 00:30:00,2.85,,,1,29.5,,,1,-2.4,,,1,6.77,,,1,114,,,1,141.3,,,1,17.02,,,1
07/23/2018 00:45:00,2.77,,,1,28.6,,,1,-1.8,,,1,6.76,,,1,114,,,1,147.7,,,1,16.85,,,1
07/23/2018 01:00:00,2.76,,,1,28.4,,,1,-1.3,,,1,6.75,,,1,114,,,1,145.5,,,1,16.72,,,1
07/23/2018 01:15:00,2.75,,,1,28.3,,,1,-1.2,,,1,6.75,,,1,114,,,1,148.4,,,1,16.58,,,1
07/23/2018 01:30:00,2.74,,,1,28,,,1,-1,,,1,6.75,,,1,114,,,1,146.1,,,1,16.43,,,1
07/23/2018 01:45:00,2.69,,,1,27.5,,,1,-1.2,,,1,6.75,,,1,114,,,1,149.5,,,1,16.31,,,1
07/23/2018 02:00:00,2.7,,,1,27.5,,,1,-1.1,,,1,6.75,,,1,114,,,1,148.9,,,1,16.18,,,1
07/23/2018 02:15:00,2.68,,,1,27.2,,,1,-1.2,,,1,6.75,,,1,114,,,1,148.7,,,1,16.05,,,1
07/23/2018 02:30:00,2.65,,,1,26.8,,,1,-1.3,,,1,6.75,,,1,114,,,1,148.6,,,1,15.93,,,1
07/23/2018 02:45:00,2.62,,,1,26.5,,,1,-1.3,,,1,6.75,,,1,114,,,1,147.3,,,1,15.82,,,1
07/23/2018 03:00:00,2.6,,,1,26.2,,,1,-1.5,,,1,6.76,,,1,114,,,1,144.8,,,1,15.71,,,1
07/23/2018 03:15:00,2.54,,,1,25.5,,,1,-1.8,,,1,6.76,,,1,114,,,1,138,,,1,15.61,,,1
07/23/2018 03:30:00,2.55,,,1,25.6,,,1,-1.8,,,1,6.76,,,1,114,,,1,147,,,1,15.51,,,1
07/23/2018 03:45:00,2.5,,,1,25,,,1,-2,,,1,6.76,,,1,114,,,1,146.5,,,1,15.4,,,1
07/23/2018 04:00:00,2.52,,,1,25.2,,,1,-1.5,,,1,6.75,,,1,114,,,1,144.2,,,1,15.27,,,1
07/23/2018 04:15:00,2.51,,,1,25,,,1,-1.6,,,1,6.76,,,1,114,,,1,146.4,,,1,15.16,,,1
07/23/2018 04:30:00,2.48,,,1,24.7,,,1,-1.6,,,1,6.76,,,1,114,,,1,145.3,,,1,15.05,,,1
07/23/2018 04:45:00,2.5,,,1,24.7,,,1,-1.6,,,1,6.76,,,1,114,,,1,147.9,,,1,14.94,,,1
07/23/2018 05:00:00,2.48,,,1,24.5,,,1,-1.7,,,1,6.76,,,1,114,,,1,148.6,,,1,14.83,,,1
07/23/2018 05:15:00,2.46,,,1,24.2,,,1,0.2,,,1,6.72,,,1,114,,,1,149.1,,,1,14.73,,,1
07/23/2018 05:30:00,2.43,,,1,23.9,,,1,-1.6,,,1,6.76,,,1,114,,,1,142.6,,,1,14.61,,,1
07/23/2018 05:45:00,2.43,,,1,23.9,,,1,-1.9,,,1,6.76,,,1,114,,,1,148.4,,,1,14.51,,,1
07/23/2018 06:00:00,2.42,,,1,23.7,,,1,-2,,,1,6.76,,,1,115,,,1,145.5,,,1,14.4,,,1
07/23/2018 06:15:00,2.39,,,1,23.3,,,1,-2.1,,,1,6.76,,,1,115,,,1,150.1,,,1,14.31,,,1
07/23/2018 06:30:00,2.41,,,1,23.4,,,1,-2.4,,,1,6.77,,,1,115,,,1,147.9,,,1,14.19,,,1
07/23/2018 06:45:00,2.4,,,1,23.4,,,1,-2.5,,,1,6.77,,,1,115,,,1,148.9,,,1,14.1,,,1
07/23/2018 07:00:00,2.32,,,1,22.6,,,1,-2.8,,,1,6.78,,,1,115,,,1,148.9,,,1,14.03,,,1
07/23/2018 07:15:00,2.38,,,1,23.1,,,1,-2.8,,,1,6.78,,,1,115,,,1,150.6,,,1,13.95,,,1
07/23/2018 07:30:00,2.27,,,1,22,,,1,-2.9,,,1,6.78,,,1,115,,,1,152.4,,,1,13.9,,,1
07/23/2018 07:45:00,2.22,,,1,21.5,,,1,-2.7,,,1,6.78,,,1,115,,,1,145.3,,,1,13.85,,,1
07/23/2018 08:00:00,2.35,,,1,22.7,,,1,-3.1,,,1,6.78,,,1,115,,,1,144.7,,,1,13.78,,,1
07/23/2018 08:15:00,2.33,,,1,22.5,,,1,-3.4,,,1,6.79,,,1,115,,,1,147,,,1,13.74,,,1
07/23/2018 08:30:00,2.18,,,1,21,,,1,-3.8,,,1,6.79,,,1,115,,,1,149.1,,,1,13.7,,,1
07/23/2018 08:45:00,2.28,,,1,22,,,1,-4.6,,,1,6.81,,,1,115,,,1,141.4,,,1,13.68,,,1
07/23/2018 09:00:00,2.25,,,1,21.7,,,1,-4.3,,,1,6.8,,,1,115,,,1,152,,,1,13.69,,,1
07/23/2018 09:15:00,2.32,,,1,22.4,,,1,-5.2,,,1,6.82,,,1,115,,,1,147.6,,,1,13.7,,,1
07/23/2018 09:30:00,2.35,,,1,22.7,,,1,-6,,,1,6.83,,,1,115,,,1,123.5,,,1,13.74,,,1
07/23/2018 09:45:00,2.3,,,1,22.2,,,1,-6.5,,,1,6.84,,,1,115,,,1,145.2,,,1,13.79,,,1
07/23/2018 10:00:00,2.22,,,1,21.5,,,1,-7.1,,,1,6.85,,,1,115,,,1,132.9,,,1,13.85,,,1
07/23/2018 10:15:00,2.28,,,1,22,,,1,-7.9,,,1,6.87,,,1,115,,,1,133.4,,,1,13.92,,,1
07/23/2018 10:30:00,2.27,,,1,22.1,,,1,-8.5,,,1,6.88,,,1,115,,,1,132,,,1,14.01,,,1
07/23/2018 10:45:00,2.27,,,1,22.1,,,1,-8.7,,,1,6.88,,,1,115,,,1,133.1,,,1,14.14,,,1
07/23/2018 11:00:00,2.36,,,1,23,,,1,-9.3,,,1,6.89,,,1,115,,,1,135.3,,,1,14.23,,,1
07/23/2018 11:15:00,2.4,,,1,23.5,,,1,-9.7,,,1,6.9,,,1,115,,,1,130.1,,,1,14.38,,,1
07/23/2018 11:30:00,2.46,,,1,24.2,,,1,-9.8,,,1,6.9,,,1,115,,,1,132.6,,,1,14.57,,,1
07/23/2018 11:45:00,2.54,,,1,25.1,,,1,-10.9,,,1,6.92,,,1,115,,,1,130.4,,,1,14.79,,,1
07/23/2018 12:00:00,2.64,,,1,26.1,,,1,-11.2,,,1,6.93,,,1,115,,,1,132.3,,,1,14.97,,,1
07/23/2018 12:15:00,2.75,,,1,27.4,,,1,-11.6,,,1,6.93,,,1,115,,,1,130.7,,,1,15.25,,,1
07/23/2018 12:30:00,2.71,,,1,27.2,,,1,-12,,,1,6.94,,,1,115,,,1,130.9,,,1,15.53,,,1
07/23/2018 12:45:00,2.65,,,1,26.7,,,1,-12.5,,,1,6.95,,,1,115,,,1,133.1,,,1,15.78,,,1
07/23/2018 13:00:00,2.92,,,1,29.8,,,1,-11.4,,,1,6.93,,,1,115,,,1,43.2,,,1,16.29,,,1
07/23/2018 13:15:00,2.81,,,1,28.9,,,1,-12.9,,,1,6.95,,,1,115,,,1,19.8,,,1,16.61,,,1
07/23/2018 13:30:00,2.67,,,1,27.5,,,1,-12.9,,,1,6.96,,,1,115,,,1,16.7,,,1,16.86,,,1
07/23/2018 13:45:00,2.84,,,1,29.5,,,1,-12.8,,,1,6.95,,,1,115,,,1,17.3,,,1,17.15,,,1
07/23/2018 14:00:00,2.66,,,1,27.8,,,1,-13.1,,,1,6.96,,,1,115,,,1,17,,,1,17.38,,,1
07/23/2018 14:15:00,2.65,,,1,27.8,,,1,-12.8,,,1,6.95,,,1,115,,,1,17.2,,,1,17.61,,,1
07/23/2018 14:30:00,2.82,,,1,29.7,,,1,-12.6,,,1,6.95,,,1,115,,,1,17.4,,,1,17.9,,,1
07/23/2018 14:45:00,2.81,,,1,29.9,,,1,-11.8,,,1,6.94,,,1,115,,,1,18.8,,,1,18.35,,,1
07/23/2018 15:00:00,2.82,,,1,30.1,,,1,-12.1,,,1,6.94,,,1,115,,,1,18.6,,,1,18.59,,,1
07/23/2018 15:15:00,2.93,,,1,31.5,,,1,-12.6,,,1,6.95,,,1,115,,,1,17.5,,,1,18.86,,,1
07/23/2018 15:30:00,2.8,,,1,30.2,,,1,-12.6,,,1,6.95,,,1,115,,,1,18.1,,,1,19.03,,,1
07/23/2018 15:45:00,2.92,,,1,31.6,,,1,-12.3,,,1,6.95,,,1,115,,,1,18.9,,,1,19.14,,,1
07/23/2018 16:00:00,2.95,,,1,32,,,1,-11.8,,,1,6.94,,,1,116,,,1,17.9,,,1,19.28,,,1
07/23/2018 16:15:00,2.97,,,1,32.4,,,1,-12.4,,,1,6.95,,,1,116,,,1,18.4,,,1,19.48,,,1
07/23/2018 16:30:00,2.92,,,1,31.8,,,1,-12.1,,,1,6.94,,,1,116,,,1,17.8,,,1,19.53,,,1
07/23/2018 16:45:00,2.97,,,1,32.4,,,1,-12.2,,,1,6.94,,,1,116,,,1,18.5,,,1,19.65,,,1
07/23/2018 17:00:00,2.94,,,1,32.2,,,1,-12.6,,,1,6.95,,,1,115,,,1,17.3,,,1,19.77,,,1
07/23/2018 17:15:00,3.01,,,1,33,,,1,-12.2,,,1,6.94,,,1,116,,,1,18.4,,,1,19.86,,,1
07/23/2018 17:30:00,3.26,,,1,35.8,,,1,-12,,,1,6.94,,,1,116,,,1,19.8,,,1,19.83,,,1
07/23/2018 17:45:00,3.23,,,1,35.5,,,1,-13.1,,,1,6.96,,,1,116,,,1,19.2,,,1,19.88,,,1
07/23/2018 18:00:00,3.34,,,1,36.7,,,1,-12.6,,,1,6.95,,,1,115,,,1,19.7,,,1,19.91,,,1
07/23/2018 18:15:00,3.47,,,1,38.1,,,1,-12.9,,,1,6.95,,,1,115,,,1,23.1,,,1,19.91,,,1
07/23/2018 18:30:00,3.45,,,1,37.8,,,1,-13.4,,,1,6.96,,,1,116,,,1,21.3,,,1,19.8,,,1
07/23/2018 18:45:00,3.56,,,1,38.9,,,1,-13.1,,,1,6.96,,,1,115,,,1,19.9,,,1,19.67,,,1
07/23/2018 19:00:00,3.57,,,1,38.9,,,1,-13.2,,,1,6.96,,,1,116,,,1,19.3,,,1,19.51,,,1
07/23/2018 19:15:00,3.57,,,1,38.7,,,1,-13.2,,,1,6.96,,,1,116,,,1,19.7,,,1,19.33,,,1
07/23/2018 19:30:00,3.61,,,1,39.1,,,1,-13.6,,,1,6.97,,,1,116,,,1,18.8,,,1,19.2,,,1
07/23/2018 19:45:00,3.52,,,1,38,,,1,-13.2,,,1,6.96,,,1,116,,,1,20.2,,,1,19.04,,,1
07/23/2018 20:00:00,3.58,,,1,38.5,,,1,-13,,,1,6.96,,,1,116,,,1,21.1,,,1,18.86,,,1
07/23/2018 20:15:00,3.49,,,1,37.4,,,1,-12.6,,,1,6.95,,,1,116,,,1,21.1,,,1,18.66,,,1
07/23/2018 20:30:00,3.49,,,1,37.2,,,1,-13.1,,,1,6.96,,,1,116,,,1,23.5,,,1,18.47,,,1
07/23/2018 20:45:00,3.4,,,1,36.1,,,1,-12.8,,,1,6.95,,,1,116,,,1,22.7,,,1,18.3,,,1
07/23/2018 21:00:00,3.41,,,1,36.1,,,1,-11.8,,,1,6.94,,,1,116,,,1,22,,,1,18.13,,,1
07/23/2018 21:15:00,3.35,,,1,35.4,,,1,-10.3,,,1,6.91,,,1,116,,,1,22.4,,,1,17.98,,,1
07/23/2018 21:30:00,3.3,,,1,34.8,,,1,-9.4,,,1,6.89,,,1,116,,,1,23,,,1,17.84,,,1
07/23/2018 21:45:00,3.29,,,1,34.6,,,1,-8.7,,,1,6.88,,,1,117,,,1,22.7,,,1,17.7,,,1
07/23/2018 22:00:00,3.2,,,1,33.5,,,1,-8.4,,,1,6.88,,,1,117,,,1,23.1,,,1,17.57,,,1
07/23/2018 22:15:00,3.11,,,1,32.5,,,1,-7.8,,,1,6.87,,,1,117,,,1,21.7,,,1,17.45,,,1
07/23/2018 22:30:00,2.94,,,1,30.7,,,1,-7,,,1,6.85,,,1,117,,,1,24.6,,,1,17.34,,,1
07/23/2018 22:45:00,2.85,,,1,29.7,,,1,-6.8,,,1,6.85,,,1,117,,,1,22.5,,,1,17.23,,,1
07/23/2018 23:00:00,2.83,,,1,29.4,,,1,-6.5,,,1,6.84,,,1,117,,,1,20,,,1,17.12,,,1
07/23/2018 23:15:00,2.8,,,1,29,,,1,-6.5,,,1,6.84,,,1,117,,,1,18.9,,,1,17.03,,,1
07/23/2018 23:30:00,2.73,,,1,28.2,,,1,-6.7,,,1,6.85,,,1,118,,,1,19.5,,,1,16.96,,,1
07/23/2018 23:45:00,2.7,,,1,27.9,,,1,-7,,,1,6.85,,,1,118,,,1,18.5,,,1,16.91,,,1
07/24/2018 00:00:00,2.67,,,1,27.5,,,1,-6.8,,,1,6.85,,,1,118,,,1,20.5,,,1,16.86,,,1
07/24/2018 00:15:00,2.64,,,1,27.2,,,1,-6.9,,,1,6.85,,,1,118,,,1,18,,,1,16.82,,,1
07/24/2018 00:30:00,2.6,,,1,26.8,,,1,-7.1,,,1,6.85,,,1,118,,,1,18.1,,,1,16.78,,,1
07/24/2018 00:45:00,2.57,,,1,26.5,,,1,-7.4,,,1,6.86,,,1,118,,,1,19.8,,,1,16.74,,,1
07/24/2018 01:00:00,2.48,,,1,25.5,,,1,-7.6,,,1,6.86,,,1,118,,,1,19.1,,,1,16.7,,,1
07/24/2018 01:15:00,2.5,,,1,25.7,,,1,-7.5,,,1,6.86,,,1,118,,,1,19.2,,,1,16.66,,,1
07/24/2018 01:30:00,2.47,,,1,25.3,,,1,-7.4,,,1,6.86,,,1,118,,,1,19.9,,,1,16.62,,,1
07/24/2018 01:45:00,2.36,,,1,24.2,,,1,-7.4,,,1,6.86,,,1,118,,,1,19.4,,,1,16.59,,,1
07/24/2018 02:00:00,2.36,,,1,24.2,,,1,-7.6,,,1,6.86,,,1,118,,,1,18.1,,,1,16.53,,,1
07/24/2018 02:15:00,2.33,,,1,23.8,,,1,-7.1,,,1,6.85,,,1,118,,,1,20.6,,,1,16.49,,,1
07/24/2018 02:30:00,2.28,,,1,23.3,,,1,-7.3,,,1,6.86,,,1,118,,,1,18.9,,,1,16.43,,,1
07/24/2018 02:45:00,2.35,,,1,24,,,1,-7.3,,,1,6.86,,,1,118,,,1,19.7,,,1,16.38,,,1
07/24/2018 03:00:00,2.34,,,1,23.9,,,1,-7.2,,,1,6.86,,,1,118,,,1,19.7,,,1,16.34,,,1
07/24/2018 03:15:00,2.29,,,1,23.3,,,1,-7.3,,,1,6.86,,,1,118,,,1,19.7,,,1,16.28,,,1
07/24/2018 03:30:00,2.3,,,1,23.5,,,1,-7,,,1,6.85,,,1,118,,,1,19.8,,,1,16.23,,,1
07/24/2018 03:45:00,2.24,,,1,22.8,,,1,-6.8,,,1,6.85,,,1,118,,,1,20.2,,,1,16.17,,,1
07/24/2018 04:00:00,2.27,,,1,23.1,,,1,-7.1,,,1,6.85,,,1,118,,,1,19.9,,,1,16.12,,,1
07/24/2018 04:15:00,2.24,,,1,22.8,,,1,-7,,,1,6.85,,,1,118,,,1,20.2,,,1,16.06,,,1
07/24/2018 04:30:00,2.19,,,1,22.2,,,1,-6.8,,,1,6.85,,,1,118,,,1,19.7,,,1,16,,,1
07/24/2018 04:45:00,2.18,,,1,22,,,1,-7,,,1,6.85,,,1,118,,,1,19.8,,,1,15.93,,,1
07/24/2018 05:00:00,2.17,,,1,21.9,,,1,-6.7,,,1,6.85,,,1,118,,,1,19.2,,,1,15.87,,,1
07/24/2018 05:15:00,2.15,,,1,21.7,,,1,-6.7,,,1,6.85,,,1,118,,,1,20.5,,,1,15.81,,,1
07/24/2018 05:30:00,2.15,,,1,21.7,,,1,-6.7,,,1,6.85,,,1,119,,,1,20,,,1,15.75,,,1
07/24/2018 05:45:00,2.16,,,1,21.8,,,1,-6.6,,,1,6.84,,,1,119,,,1,19.5,,,1,15.69,,,1
07/24/2018 06:00:00,2.07,,,1,20.8,,,1,-6.7,,,1,6.85,,,1,119,,,1,19.7,,,1,15.63,,,1
07/24/2018 06:15:00,2.05,,,1,20.6,,,1,-6.7,,,1,6.85,,,1,119,,,1,20.3,,,1,15.56,,,1
07/24/2018 06:30:00,2.06,,,1,20.6,,,1,-6.5,,,1,6.84,,,1,119,,,1,22,,,1,15.5,,,1
07/24/2018 06:45:00,2,,,1,20,,,1,-6.6,,,1,6.84,,,1,119,,,1,20.6,,,1,15.44,,,1
07/24/2018 07:00:00,1.99,,,1,19.9,,,1,-6.6,,,1,6.84,,,1,119,,,1,20,,,1,15.38,,,1
07/24/2018 07:15:00,2,,,1,20,,,1,-6.6,,,1,6.84,,,1,119,,,1,19.3,,,1,15.33,,,1
07/24/2018 07:30:00,2,,,1,20,,,1,-6.9,,,1,6.85,,,1,119,,,1,18.8,,,1,15.31,,,1
07/24/2018 07:45:00,1.95,,,1,19.4,,,1,-7.1,,,1,6.85,,,1,120,,,1,18.9,,,1,15.29,,,1
07/24/2018 08:00:00,1.99,,,1,19.8,,,1,-7.4,,,1,6.86,,,1,120,,,1,17.7,,,1,15.27,,,1
07/24/2018 08:15:00,2.02,,,1,20.2,,,1,-7.8,,,1,6.87,,,1,120,,,1,17.8,,,1,15.25,,,1
07/24/2018 08:30:00,2.11,,,1,21,,,1,-8.1,,,1,6.87,,,1,120,,,1,17.2,,,1,15.23,,,1
07/24/2018 08:45:00,2.05,,,1,20.4,,,1,-8.1,,,1,6.87,,,1,120,,,1,17.1,,,1,15.21,,,1
07/24/2018 09:00:00,2.12,,,1,21.1,,,1,-8,,,1,6.87,,,1,120,,,1,17.5,,,1,15.18,,,1
07/24/2018 09:15:00,2.1,,,1,20.9,,,1,-7.9,,,1,6.87,,,1,120,,,1,17.1,,,1,15.17,,,1
07/24/2018 09:30:00,2.13,,,1,21.2,,,1,-8,,,1,6.87,,,1,120,,,1,20.1,,,1,15.21,,,1
07/24/2018 09:45:00,2,,,1,20,,,1,-8.7,,,1,6.88,,,1,120,,,1,17,,,1,15.26,,,1
07/24/2018 10:00:00,2.05,,,1,20.5,,,1,-9.1,,,1,6.89,,,1,120,,,1,16.1,,,1,15.33,,,1
07/24/2018 10:15:00,2.15,,,1,21.5,,,1,-10.3,,,1,6.91,,,1,120,,,1,16.2,,,1,15.43,,,1
07/24/2018 10:30:00,2.15,,,1,21.6,,,1,-10.1,,,1,6.9,,,1,120,,,1,17.1,,,1,15.51,,,1
